,word_count,sentence_count,sentence_length,fraction_sentence_relative,relative_clause_length,alius,antequam,atque_consonant,conjunction,cum_clause,demonstrative,dum,gerundive,idem,interrogative,ipse,iste,o_interjection,personal,preposition,priusquam,quidam,quin,quominus,reflexive,si,superlative,ut
10.196-10.208.txt,94,9,10.444444444444445,0.2222222222222222,8.0,0,0,0,12,0,2,0,1,1,1,0,0,0,8,2,0,0,0,0,1,3,1,0
10.230-10.234.txt,38,5,7.6,0.0,,0,0,0,7,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0
10.543-10.552.txt,68,5,13.6,0.6,3.0,0,0,0,9,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
10.553-10.557.txt,36,2,18.0,0.0,,0,0,0,8,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
10.560-10.707.txt,983,84,11.654761904761905,0.17857142857142858,5.647058823529412,1,0,0,99,4,25,3,7,3,10,7,0,1,26,36,0,0,0,0,1,7,1,3
10.724-10.731.txt,51,5,10.0,0.0,,0,0,0,5,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0
11.585-11.588.txt,22,1,22.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12.169-12.175.txt,46,3,15.333333333333334,0.3333333333333333,5.0,0,0,0,2,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12.182-12.535.txt,2293,119,19.26890756302521,0.33613445378151263,6.363636363636363,2,0,0,262,1,44,3,7,6,8,8,1,1,36,114,0,0,0,0,3,5,5,12
12.383-12.384.txt,14,1,14.0,0.0,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.542-12.576.txt,228,8,28.375,0.625,4.375,2,0,0,28,0,6,0,3,0,3,1,0,1,5,9,0,0,0,0,0,0,1,1
12.601-12.603.txt,21,3,7.0,0.0,,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
13.128-13.381.txt,1708,103,16.563106796116504,0.33980582524271846,4.833333333333333,2,0,0,218,5,47,1,12,5,25,7,3,2,88,69,0,0,1,0,8,18,2,8
13.168-13.169.txt,13,2,6.5,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
13.387-13.390.txt,34,3,11.333333333333334,0.0,,0,0,0,4,0,3,0,1,1,1,0,0,0,3,1,0,0,0,0,1,1,0,0
13.5-13.122.txt,801,48,16.6875,0.4166666666666667,5.2,0,0,0,92,2,32,0,10,1,8,2,8,0,29,29,0,0,0,0,3,8,1,3
13.740-13.745.txt,46,1,45.0,1.0,5.0,0,0,0,4,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1
13.750-13.897.txt,981,51,19.215686274509803,0.19607843137254902,4.785714285714286,1,0,0,109,0,17,0,4,1,3,5,2,1,46,38,0,0,0,0,5,7,2,5
13.789-13.869.txt,540,31,17.387096774193548,0.22580645161290322,5.428571428571429,1,0,0,54,0,11,0,1,1,3,4,1,0,29,20,0,0,0,0,3,5,1,3
13.837-13.837.txt,6,1,6.0,0.0,,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13.917-13.965.txt,327,16,20.375,0.25,6.166666666666667,1,0,0,44,0,9,2,2,1,2,0,1,0,11,14,0,0,0,0,0,1,1,3
13.942-13.942.txt,7,1,7.0,1.0,7.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.947-13.948.txt,13,2,6.5,0.0,,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14.12-14.24.txt,92,6,15.333333333333334,0.16666666666666666,4.0,0,0,0,11,0,4,0,1,0,0,0,0,0,7,4,0,0,0,0,0,2,0,0
14.135-14.136.txt,14,2,7.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
14.162-14.164.txt,19,3,6.333333333333333,0.3333333333333333,5.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
14.167-14.222.txt,384,12,31.916666666666668,0.4166666666666667,7.111111111111111,0,0,0,50,2,10,0,1,1,2,2,0,1,14,18,0,0,0,0,0,5,1,2
14.192-14.197.txt,47,1,47.0,1.0,6.4,0,0,0,5,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,1,0,0
